t_hover,E_req_J,exceeds_avail
3.556833429695214477e+01,5.249403454421299975e+05,0.000000000000000000e+00
4.938111118202694172e+01,5.824751939137973823e+05,0.000000000000000000e+00
7.749977918013721023e+01,6.995988770049574086e+05,1.000000000000000000e+00
4.092753098821091839e+01,5.472631971124996198e+05,0.000000000000000000e+00
4.481619662037776664e+01,5.634607937120257411e+05,0.000000000000000000e+00
4.323098431975073197e+01,5.568578528065985302e+05,0.000000000000000000e+00
5.769162691174657454e+01,6.170912792389343958e+05,1.000000000000000000e+00
6.547461871122368393e+01,6.495100504653777461e+05,1.000000000000000000e+00
4.648369030287582859e+01,5.704064641697636107e+05,0.000000000000000000e+00
7.041824237053995716e+01,6.701019010763183469e+05,1.000000000000000000e+00
6.321720530934196347e+01,6.401071665198970586e+05,1.000000000000000000e+00
6.212837971092731237e+01,6.355718427151269279e+05,1.000000000000000000e+00
4.769590447658158894e+01,5.754557427746132016e+05,0.000000000000000000e+00
4.250819840485149825e+01,5.538472070517889224e+05,0.000000000000000000e+00
1.022072987895845415e+02,8.025139829729930498e+05,1.000000000000000000e+00
3.717041652065465485e+01,5.316135552352654049e+05,0.000000000000000000e+00
6.715892011541600937e+01,6.565257307212091982e+05,1.000000000000000000e+00
1.185916068665224259e+02,8.707601213391551282e+05,1.000000000000000000e+00
5.763811754370058793e+01,6.168683947742133169e+05,1.000000000000000000e+00
4.826800361461269517e+01,5.778387275640770094e+05,0.000000000000000000e+00
4.313829877925594758e+01,5.564717864441103302e+05,0.000000000000000000e+00
5.895604244504382763e+01,6.223579940145915607e+05,1.000000000000000000e+00
